DATA_YEAR,PUB_AGENCY_NAME,AGENCY_TYPE_NAME,STATE_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,OFFENSE_SUBCAT_ID,OFFENSE_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT
2013,St. Louis County Police Department,County,Missouri,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2013,Morristown,City,Tennessee,JEFFERSON; HAMBLEN,South,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2013,State Police:,State Police,Kentucky,,South,8E,Non-MSA State Police,81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2013,State Police:,State Police,Kentucky,,South,8E,Non-MSA State Police,81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2013,Gladstone,City,Missouri,CLAY,Midwest,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Caryville,City,Tennessee,CAMPBELL,South,7,"Cities under 2,500",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,0,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,1,1
2014,Houston,City,Texas,MONTGOMERY; FORT BEND; HARRIS,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,San Antonio,City,Texas,MEDINA; BEXAR,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Oklahoma City,City,Oklahoma,CANADIAN; CLEVELAND; OKLAHOMA,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Fort Worth,City,Texas,PARKER; DENTON; TARRANT,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,5,0,0,0
2014,North Little Rock,City,Arkansas,PULASKI,South,3,"Cities from 50,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Metropolitan Nashville Police Department,City,Tennessee,DAVIDSON,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,1,1
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2014,San Antonio,City,Texas,MEDINA; BEXAR,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,1,1,0,0
2014,Alaska State Troopers,State Police,Alaska,,West,8A,"Non-MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Anchorage,City,Alaska,ANCHORAGE,West,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Chicago,City,Illinois,COOK,Midwest,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2014,Willacy,County,Texas,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,O'Fallon,City,Illinois,ST CLAIR,Midwest,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2014,Goodyear,City,Arizona,MARICOPA,West,3,"Cities from 50,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Tucson,City,Arizona,PIMA,West,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Bridgeton,City,Missouri,ST LOUIS,Midwest,5,"Cities from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Palm Bay,City,Florida,BREVARD,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,2,1,0
2014,Collier,County,Florida,COLLIER,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,12,0,4,0
2014,Hillsborough,County,Florida,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,2,0,0
2014,Oklahoma City,City,Oklahoma,CANADIAN; CLEVELAND; OKLAHOMA,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,3,0,1,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,1,0
2014,San Antonio,City,Texas,MEDINA; BEXAR,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,3,1,3,1
2014,Indian River,County,Florida,INDIAN RIVER,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,3,0,3,0
2014,Lee,County,Florida,LEE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Tallahassee,City,Florida,LEON,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,1,1
2014,Houston,City,Texas,MONTGOMERY; FORT BEND; HARRIS,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,San Antonio,City,Texas,MEDINA; BEXAR,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2014,San Antonio,City,Texas,MEDINA; BEXAR,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Killeen,City,Texas,BELL,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Bexar,County,Texas,BEXAR,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Manatee,County,Florida,MANATEE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Orange,County,Florida,ORANGE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,5,0
2014,Orlando,City,Florida,ORANGE,South,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,2,1,0
2014,Osceola,County,Florida,OSCEOLA,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,4,0
2014,Clearwater,City,Florida,PINELLAS,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,25,8,25,0
2014,St. Petersburg,City,Florida,PINELLAS,South,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Sarasota,City,Florida,SARASOTA,South,3,"Cities from 50,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Lewisville,City,Texas,DALLAS; DENTON,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,El Paso,City,Texas,EL PASO,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,O'Fallon,City,Illinois,ST CLAIR,Midwest,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,East Hazel Crest,City,Illinois,COOK,Midwest,7,"Cities under 2,500",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Harris,County,Texas,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Alton,City,Texas,HIDALGO,South,5,"Cities from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Minneapolis,City,Minnesota,HENNEPIN,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2014,St. Paul,City,Minnesota,RAMSEY,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,3,0,1,0
2014,Midland,City,Texas,MIDLAND,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2014,Houston,City,Texas,MONTGOMERY; FORT BEND; HARRIS,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Houston,City,Texas,MONTGOMERY; FORT BEND; HARRIS,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Chicago,City,Illinois,COOK,Midwest,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Bexar,County,Texas,BEXAR,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Flossmoor,City,Illinois,COOK,Midwest,6,"Cities from 2,500 thru 9,999",81,Human Trafficking,Commercial Sex Acts,9,0,0,0
2014,Flossmoor,City,Illinois,COOK,Midwest,6,"Cities from 2,500 thru 9,999",82,Human Trafficking,Involuntary Servitude,9,0,0,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,4,0,1,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,0,0
2014,San Antonio,City,Texas,MEDINA; BEXAR,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,1,1,0,0
2014,Bexar,County,Texas,BEXAR,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Downers Grove,City,Illinois,DUPAGE,Midwest,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Oklahoma City,City,Oklahoma,CANADIAN; CLEVELAND; OKLAHOMA,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Chambers,County,Texas,CHAMBERS,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,St. Paul,City,Minnesota,RAMSEY,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Odessa,City,Texas,MIDLAND; ECTOR,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Elsa,City,Texas,HIDALGO,South,6,"Cities from 2,500 thru 9,999",82,Human Trafficking,Involuntary Servitude,2,0,2,0
2014,Jim Wells,County,Texas,JIM WELLS,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,3,0,3,0
2014,Burleson,City,Texas,TARRANT; JOHNSON,South,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,1
2014,Harris,County,Texas,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,1,0
2014,Harris,County,Texas,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2014,Corpus Christi,City,Texas,NUECES,South,1C,"Cities from 250,000 thru 499,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Jim Hogg,County,Texas,JIM HOGG,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Minneapolis,City,Minnesota,HENNEPIN,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2014,St. Paul,City,Minnesota,RAMSEY,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Polk,County,Minnesota,POLK,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,St. Paul,City,Minnesota,RAMSEY,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Waite Park,City,Minnesota,STEARNS,Midwest,6,"Cities from 2,500 thru 9,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Waite Park,City,Minnesota,STEARNS,Midwest,6,"Cities from 2,500 thru 9,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Ennis,City,Texas,ELLIS,South,5,"Cities from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,St. Louis County Police Department,County,Missouri,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Tulsa,City,Oklahoma,WAGONER; OSAGE; TULSA,South,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,3,0,3,0
2014,Houston,City,Texas,MONTGOMERY; FORT BEND; HARRIS,South,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Downers Grove,City,Illinois,DUPAGE,Midwest,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Tulsa,City,Oklahoma,WAGONER; OSAGE; TULSA,South,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2014,Metropolitan Nashville Police Department,City,Tennessee,DAVIDSON,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Chattanooga,City,Tennessee,HAMILTON,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,3,0,3,0
2014,Dallas,City,Texas,DENTON; COLLIN; DALLAS,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,San Antonio,City,Texas,MEDINA; BEXAR,South,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Killeen,City,Texas,BELL,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Galesburg,City,Illinois,KNOX,Midwest,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Freer,City,Texas,DUVAL,South,6,"Cities from 2,500 thru 9,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Dilley,City,Texas,FRIO,South,6,"Cities from 2,500 thru 9,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Cambria,City,Illinois,WILLIAMSON,Midwest,7,"Cities under 2,500",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Kalamazoo,City,Michigan,KALAMAZOO,Midwest,3,"Cities from 50,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Minneapolis,City,Minnesota,HENNEPIN,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Minnetonka,City,Minnesota,HENNEPIN,Midwest,3,"Cities from 50,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Moorhead,City,Minnesota,CLAY,Midwest,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2014,St. Paul,City,Minnesota,RAMSEY,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2014,Waite Park,City,Minnesota,STEARNS,Midwest,6,"Cities from 2,500 thru 9,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Boone,County,Missouri,BOONE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,1
2014,Corpus Christi,City,Texas,NUECES,South,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Smith,County,Texas,SMITH,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,1
2014,Fort Worth,City,Texas,PARKER; DENTON; TARRANT,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Arlington,City,Texas,TARRANT,South,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,2,0,2,1
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,7,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,5,0,0,0
2014,Milwaukee,City,Wisconsin,MILWAUKEE,Midwest,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Milwaukee,City,Wisconsin,MILWAUKEE,Midwest,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,3,0,1,0
2014,Buckeye,City,Arizona,MARICOPA,West,3,"Cities from 50,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Arapahoe,County,Colorado,ARAPAHOE,West,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2014,Greeley,City,Colorado,WELD,West,3,"Cities from 50,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,4,0,4,0
2014,Chicago,City,Illinois,COOK,Midwest,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Chicago,City,Illinois,COOK,Midwest,1A,"Cities 1,000,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Alaska State Troopers,State Police,Alaska,,West,8A,"Non-MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Scottsdale,City,Arizona,MARICOPA,West,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Alaska State Troopers,State Police,Alaska,,West,8A,"Non-MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Honolulu,City,Hawaii,HONOLULU,West,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Tempe,City,Arizona,MARICOPA,West,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,3,0,3,0
2014,Lakewood,City,Colorado,JEFFERSON,West,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois State Police,State Police,Illinois,SANGAMON,Midwest,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Horry County Police Department,County,South Carolina,HORRY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Goodyear,City,Arizona,MARICOPA,West,3,"Cities from 50,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2014,Aurora,City,Colorado,DOUGLAS; ADAMS; ARAPAHOE,West,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Chicago,City,Illinois,COOK,Midwest,1A,"Cities 1,000,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Beardstown,City,Illinois,CASS,Midwest,6,"Cities from 2,500 thru 9,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Randolph,County,Illinois,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Alsip,City,Illinois,COOK,Midwest,5,"Cities from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois State Police,State Police,Illinois,SANGAMON,Midwest,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,6,0,0,0
2014,Minneapolis,City,Minnesota,HENNEPIN,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,2,1,1,0
2014,St. Paul,City,Minnesota,RAMSEY,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,St. Louis,City,Missouri,ST LOUIS CITY,Midwest,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Fort Worth,City,Texas,PARKER; DENTON; TARRANT,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Killeen,City,Texas,BELL,South,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Arlington,City,Texas,TARRANT,South,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,8,0,0,0
2014,Nacogdoches,City,Texas,NACOGDOCHES,South,4,"Cities from 25,000 thru 49,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Corpus Christi,City,Texas,NUECES,South,1C,"Cities from 250,000 thru 499,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Milwaukee,City,Wisconsin,MILWAUKEE,Midwest,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Austin,City,Texas,HAYS; WILLIAMSON; TRAVIS,South,1B,"Cities from 500,000 thru 999,999",82,Human Trafficking,Involuntary Servitude,11,0,0,0
2014,Alaska State Troopers,State Police,Alaska,,West,8A,"Non-MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Anchorage,City,Alaska,ANCHORAGE,West,1C,"Cities from 250,000 thru 499,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Glendale,City,Arizona,MARICOPA,West,2,"Cities from 100,000 thru 249,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Memphis,City,Tennessee,SHELBY,South,1B,"Cities from 500,000 thru 999,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
